"['2/14/06', '0.021427', '0', '0.031836', '0.014383', '0.010012', '0.0023003', '0.0045004', '0.044768', '0.36642', '0.0045367', '0', '0.067684', '0.16805', '0', '0', '0', '0.011227', '0.2313', '0.0069313', '0.014622']"
"['1/5/07', '0.02139', '0', '0.0317', '0.014429', '0.010148', '0.0023109', '0.0044946', '0.044651', '0.36485', '0.0045236', '0', '0.068917', '0.16857', '0', '0', '0', '0.011209', '0.23124', '0.0069308', '0.014622']"
"['1/20/07', '0.021389', '0', '0.031694', '0.014432', '0.010154', '0.0023114', '0.0044943', '0.044646', '0.36478', '0.004523', '0', '0.068974', '0.1686', '0', '0', '0', '0.011209', '0.23124', '0.0069307', '0.014622']"
"['1/22/07', '0.021388', '0', '0.031693', '0.014432', '0.010155', '0.0023115', '0.0044943', '0.044645', '0.36477', '0.0045229', '0', '0.068981', '0.1686', '0', '0', '0', '0.011209', '0.23124', '0.0069307', '0.014622']"
"['1/22/07', '0.021388', '0', '0.031693', '0.014432', '0.010155', '0.0023115', '0.0044943', '0.044645', '0.36477', '0.0045229', '0', '0.068981', '0.1686', '0', '0', '0', '0.011209', '0.23124', '0.0069307', '0.014622']"
"['1/25/07', '0.021388', '0', '0.031692', '0.014432', '0.010156', '0.0023116', '0.0044942', '0.044644', '0.36476', '0.0045228', '0', '0.068993', '0.16861', '0', '0', '0', '0.011208', '0.23124', '0.0069307', '0.014622']"
"['2/1/07', '0.021387', '0', '0.031689', '0.014433', '0.010159', '0.0023118', '0.0044941', '0.044642', '0.36472', '0.0045225', '0', '0.069019', '0.16862', '0', '0', '0', '0.011208', '0.23124', '0.0069307', '0.014622']"
"['2/2/07', '0.021387', '0', '0.031688', '0.014433', '0.01016', '0.0023119', '0.0044941', '0.044641', '0.36472', '0.0045224', '0', '0.069023', '0.16862', '0', '0', '0', '0.011208', '0.23124', '0.0069307', '0.014622']"
"['2/2/07', '0.021387', '0', '0.031688', '0.014433', '0.01016', '0.0023119', '0.0044941', '0.044641', '0.36472', '0.0045224', '0', '0.069023', '0.16862', '0', '0', '0', '0.011208', '0.23124', '0.0069307', '0.014622']"
"['2/2/07', '0.021387', '0', '0.031688', '0.014433', '0.01016', '0.0023119', '0.0044941', '0.044641', '0.36472', '0.0045224', '0', '0.069023', '0.16862', '0', '0', '0', '0.011208', '0.23124', '0.0069307', '0.014622']"
"['2/5/07', '0.021387', '0', '0.031687', '0.014434', '0.010161', '0.002312', '0.004494', '0.04464', '0.3647', '0.0045223', '0', '0.069035', '0.16862', '0', '0', '0', '0.011208', '0.23124', '0.0069307', '0.014622']"
"['3/11/07', '0.021383', '0', '0.031673', '0.014439', '0.010175', '0.0023131', '0.0044934', '0.044628', '0.36454', '0.0045209', '0', '0.069164', '0.16868', '0', '0', '0', '0.011206', '0.23123', '0.0069306', '0.014622']"
"['3/19/07', '0.021382', '0', '0.03167', '0.01444', '0.010179', '0.0023133', '0.0044933', '0.044625', '0.3645', '0.0045206', '0', '0.069194', '0.16869', '0', '0', '0', '0.011206', '0.23123', '0.0069306', '0.014622']"
"['3/22/07', '0.021382', '0', '0.031668', '0.01444', '0.01018', '0.0023134', '0.0044932', '0.044624', '0.36449', '0.0045205', '0', '0.069205', '0.1687', '0', '0', '0', '0.011205', '0.23123', '0.0069306', '0.014622']"
"['3/24/07', '0.021381', '0', '0.031668', '0.01444', '0.010181', '0.0023135', '0.0044932', '0.044623', '0.36448', '0.0045204', '0', '0.069213', '0.1687', '0', '0', '0', '0.011205', '0.23123', '0.0069306', '0.014622']"
"['3/24/07', '0.021381', '0', '0.031668', '0.01444', '0.010181', '0.0023135', '0.0044932', '0.044623', '0.36448', '0.0045204', '0', '0.069213', '0.1687', '0', '0', '0', '0.011205', '0.23123', '0.0069306', '0.014622']"
"['3/28/07', '0.021381', '0', '0.031666', '0.014441', '0.010182', '0.0023136', '0.0044931', '0.044622', '0.36446', '0.0045202', '0', '0.069228', '0.16871', '0', '0', '0', '0.011205', '0.23123', '0.0069306', '0.014622']"
"['3/29/07', '0.021381', '0', '0.031665', '0.014441', '0.010183', '0.0023137', '0.0044931', '0.044622', '0.36445', '0.0045202', '0', '0.069232', '0.16871', '0', '0', '0', '0.011205', '0.23123', '0.0069306', '0.014622']"
"['4/1/07', '0.021381', '0', '0.031664', '0.014442', '0.010184', '0.0023137', '0.004493', '0.044621', '0.36444', '0.0045201', '0', '0.069243', '0.16871', '0', '0', '0', '0.011205', '0.23123', '0.0069306', '0.014622']"
"['4/7/07', '0.02138', '0', '0.031662', '0.014442', '0.010187', '0.0023139', '0.0044929', '0.044618', '0.36441', '0.0045198', '0', '0.069266', '0.16872', '0', '0', '0', '0.011205', '0.23123', '0.0069306', '0.014622']"
"['4/8/07', '0.02138', '0', '0.031661', '0.014443', '0.010187', '0.002314', '0.0044929', '0.044618', '0.3644', '0.0045198', '0', '0.06927', '0.16872', '0', '0', '0', '0.011204', '0.23123', '0.0069306', '0.014622']"
"['4/9/07', '0.02138', '0', '0.031661', '0.014443', '0.010187', '0.002314', '0.0044929', '0.044618', '0.3644', '0.0045198', '0', '0.069274', '0.16873', '0', '0', '0', '0.011204', '0.23123', '0.0069306', '0.014622']"
"['4/11/07', '0.021379', '0', '0.03166', '0.014443', '0.010188', '0.0023141', '0.0044928', '0.044617', '0.36439', '0.0045197', '0', '0.069281', '0.16873', '0', '0', '0', '0.011204', '0.23123', '0.0069306', '0.014622']"
"['4/12/07', '0.021379', '0', '0.03166', '0.014443', '0.010189', '0.0023141', '0.0044928', '0.044617', '0.36438', '0.0045196', '0', '0.069285', '0.16873', '0', '0', '0', '0.011204', '0.23123', '0.0069306', '0.014622']"
"['4/13/07', '0.021379', '0', '0.031659', '0.014443', '0.010189', '0.0023141', '0.0044928', '0.044616', '0.36438', '0.0045196', '0', '0.069289', '0.16873', '0', '0', '0', '0.011204', '0.23123', '0.0069306', '0.014622']"
"['4/16/07', '0.021379', '0', '0.031658', '0.014444', '0.01019', '0.0023142', '0.0044928', '0.044615', '0.36437', '0.0045195', '0', '0.0693', '0.16874', '0', '0', '0', '0.011204', '0.23123', '0.0069306', '0.014622']"
"['4/26/07', '0.021378', '0', '0.031654', '0.014445', '0.010195', '0.0023146', '0.0044926', '0.044612', '0.36432', '0.0045191', '0', '0.069338', '0.16875', '0', '0', '0', '0.011203', '0.23123', '0.0069306', '0.014622']"
"['4/29/07', '0.021377', '0', '0.031653', '0.014446', '0.010196', '0.0023147', '0.0044925', '0.04461', '0.3643', '0.0045189', '0', '0.06935', '0.16876', '0', '0', '0', '0.011203', '0.23123', '0.0069306', '0.014622']"
"['5/3/07', '0.021377', '0', '0.031651', '0.014446', '0.010198', '0.0023148', '0.0044924', '0.044609', '0.36428', '0.0045188', '0', '0.069365', '0.16876', '0', '0', '0', '0.011203', '0.23123', '0.0069305', '0.014622']"
"['5/5/07', '0.021377', '0', '0.03165', '0.014446', '0.010198', '0.0023149', '0.0044924', '0.044608', '0.36427', '0.0045187', '0', '0.069372', '0.16877', '0', '0', '0', '0.011203', '0.23122', '0.0069305', '0.014622']"
"['5/7/07', '0.021376', '0', '0.031649', '0.014447', '0.010199', '0.0023149', '0.0044924', '0.044608', '0.36426', '0.0045186', '0', '0.06938', '0.16877', '0', '0', '0', '0.011203', '0.23122', '0.0069305', '0.014622']"
"['5/11/07', '0.021376', '0', '0.031648', '0.014447', '0.010201', '0.0023151', '0.0044923', '0.044606', '0.36424', '0.0045185', '0', '0.069395', '0.16878', '0', '0', '0', '0.011203', '0.23122', '0.0069305', '0.014622']"
"['5/15/07', '0.021376', '0', '0.031646', '0.014448', '0.010203', '0.0023152', '0.0044922', '0.044605', '0.36423', '0.0045183', '0', '0.06941', '0.16878', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/18/07', '0.021375', '0', '0.031645', '0.014448', '0.010204', '0.0023153', '0.0044922', '0.044604', '0.36421', '0.0045182', '0', '0.069422', '0.16879', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/18/07', '0.021375', '0', '0.031645', '0.014448', '0.010204', '0.0023153', '0.0044922', '0.044604', '0.36421', '0.0045182', '0', '0.069422', '0.16879', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/21/07', '0.021375', '0', '0.031643', '0.014449', '0.010205', '0.0023154', '0.0044921', '0.044603', '0.3642', '0.0045181', '0', '0.069433', '0.16879', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/22/07', '0.021375', '0', '0.031643', '0.014449', '0.010205', '0.0023154', '0.0044921', '0.044602', '0.36419', '0.004518', '0', '0.069437', '0.1688', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/22/07', '0.021375', '0', '0.031643', '0.014449', '0.010205', '0.0023154', '0.0044921', '0.044602', '0.36419', '0.004518', '0', '0.069437', '0.1688', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/23/07', '0.021375', '0', '0.031643', '0.014449', '0.010206', '0.0023154', '0.0044921', '0.044602', '0.36419', '0.004518', '0', '0.069441', '0.1688', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/23/07', '0.021375', '0', '0.031643', '0.014449', '0.010206', '0.0023154', '0.0044921', '0.044602', '0.36419', '0.004518', '0', '0.069441', '0.1688', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/23/07', '0.021375', '0', '0.031643', '0.014449', '0.010206', '0.0023154', '0.0044921', '0.044602', '0.36419', '0.004518', '0', '0.069441', '0.1688', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/26/07', '0.021374', '0', '0.031641', '0.014449', '0.010207', '0.0023155', '0.004492', '0.044601', '0.36417', '0.0045179', '0', '0.069452', '0.1688', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/27/07', '0.021374', '0', '0.031641', '0.01445', '0.010208', '0.0023156', '0.004492', '0.0446', '0.36417', '0.0045178', '0', '0.069456', '0.1688', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/28/07', '0.021374', '0', '0.03164', '0.01445', '0.010208', '0.0023156', '0.004492', '0.0446', '0.36416', '0.0045178', '0', '0.06946', '0.1688', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/28/07', '0.021374', '0', '0.03164', '0.01445', '0.010208', '0.0023156', '0.004492', '0.0446', '0.36416', '0.0045178', '0', '0.06946', '0.1688', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/30/07', '0.021374', '0', '0.03164', '0.01445', '0.010209', '0.0023157', '0.004492', '0.044599', '0.36415', '0.0045177', '0', '0.069467', '0.16881', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/30/07', '0.021374', '0', '0.03164', '0.01445', '0.010209', '0.0023157', '0.004492', '0.044599', '0.36415', '0.0045177', '0', '0.069467', '0.16881', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['5/30/07', '0.021374', '0', '0.03164', '0.01445', '0.010209', '0.0023157', '0.004492', '0.044599', '0.36415', '0.0045177', '0', '0.069467', '0.16881', '0', '0', '0', '0.011202', '0.23122', '0.0069305', '0.014622']"
"['6/3/07', '0.021373', '0', '0.031638', '0.014451', '0.010211', '0.0023158', '0.0044919', '0.044598', '0.36413', '0.0045175', '0', '0.069482', '0.16881', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/4/07', '0.021373', '0', '0.031638', '0.014451', '0.010211', '0.0023158', '0.0044919', '0.044598', '0.36413', '0.0045175', '0', '0.069486', '0.16882', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/4/07', '0.021373', '0', '0.031638', '0.014451', '0.010211', '0.0023158', '0.0044919', '0.044598', '0.36413', '0.0045175', '0', '0.069486', '0.16882', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/7/07', '0.021373', '0', '0.031636', '0.014451', '0.010212', '0.0023159', '0.0044918', '0.044596', '0.36411', '0.0045174', '0', '0.069498', '0.16882', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/9/07', '0.021373', '0', '0.031635', '0.014451', '0.010213', '0.002316', '0.0044918', '0.044596', '0.3641', '0.0045173', '0', '0.069505', '0.16882', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/12/07', '0.021372', '0', '0.031634', '0.014452', '0.010214', '0.0023161', '0.0044917', '0.044595', '0.36409', '0.0045172', '0', '0.069517', '0.16883', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/13/07', '0.021372', '0', '0.031634', '0.014452', '0.010215', '0.0023161', '0.0044917', '0.044594', '0.36408', '0.0045171', '0', '0.06952', '0.16883', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/16/07', '0.021372', '0', '0.031633', '0.014452', '0.010216', '0.0023162', '0.0044917', '0.044593', '0.36407', '0.004517', '0', '0.069532', '0.16884', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/17/07', '0.021372', '0', '0.031632', '0.014453', '0.010216', '0.0023163', '0.0044916', '0.044593', '0.36407', '0.004517', '0', '0.069536', '0.16884', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/20/07', '0.021371', '0', '0.031631', '0.014453', '0.010218', '0.0023164', '0.0044916', '0.044592', '0.36405', '0.0045168', '0', '0.069547', '0.16884', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/20/07', '0.021371', '0', '0.031631', '0.014453', '0.010218', '0.0023164', '0.0044916', '0.044592', '0.36405', '0.0045168', '0', '0.069547', '0.16884', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/20/07', '0.021371', '0', '0.031631', '0.014453', '0.010218', '0.0023164', '0.0044916', '0.044592', '0.36405', '0.0045168', '0', '0.069547', '0.16884', '0', '0', '0', '0.011201', '0.23122', '0.0069305', '0.014622']"
"['6/21/07', '0.021371', '0', '0.03163', '0.014453', '0.010218', '0.0023164', '0.0044916', '0.044591', '0.36405', '0.0045168', '0', '0.069551', '0.16884', '0', '0', '0', '0.0112', '0.23122', '0.0069305', '0.014622']"
"['6/22/07', '0.021371', '0', '0.03163', '0.014453', '0.010218', '0.0023164', '0.0044915', '0.044591', '0.36404', '0.0045168', '0', '0.069554', '0.16884', '0', '0', '0', '0.0112', '0.23122', '0.0069305', '0.014622']"
"['6/22/07', '0.021371', '0', '0.03163', '0.014453', '0.010218', '0.0023164', '0.0044915', '0.044591', '0.36404', '0.0045168', '0', '0.069554', '0.16884', '0', '0', '0', '0.0112', '0.23122', '0.0069305', '0.014622']"
"['6/24/07', '0.021371', '0', '0.031629', '0.014453', '0.010219', '0.0023165', '0.0044915', '0.04459', '0.36403', '0.0045167', '0', '0.069562', '0.16885', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['6/25/07', '0.021371', '0', '0.031629', '0.014454', '0.01022', '0.0023165', '0.0044915', '0.04459', '0.36403', '0.0045166', '0', '0.069566', '0.16885', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['6/26/07', '0.021371', '0', '0.031628', '0.014454', '0.01022', '0.0023166', '0.0044915', '0.04459', '0.36402', '0.0045166', '0', '0.06957', '0.16885', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['6/26/07', '0.021371', '0', '0.031628', '0.014454', '0.01022', '0.0023166', '0.0044915', '0.04459', '0.36402', '0.0045166', '0', '0.06957', '0.16885', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['6/28/07', '0.021371', '0', '0.031628', '0.014454', '0.010221', '0.0023166', '0.0044914', '0.044589', '0.36401', '0.0045165', '0', '0.069577', '0.16885', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['6/29/07', '0.02137', '0', '0.031627', '0.014454', '0.010221', '0.0023167', '0.0044914', '0.044589', '0.36401', '0.0045165', '0', '0.069581', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['6/29/07', '0.02137', '0', '0.031627', '0.014454', '0.010221', '0.0023167', '0.0044914', '0.044589', '0.36401', '0.0045165', '0', '0.069581', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['6/30/07', '0.02137', '0', '0.031627', '0.014454', '0.010222', '0.0023167', '0.0044914', '0.044588', '0.364', '0.0045164', '0', '0.069585', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['6/30/07', '0.02137', '0', '0.031627', '0.014454', '0.010222', '0.0023167', '0.0044914', '0.044588', '0.364', '0.0045164', '0', '0.069585', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/2/07', '0.02137', '0', '0.031626', '0.014455', '0.010223', '0.0023168', '0.0044914', '0.044588', '0.36399', '0.0045164', '0', '0.069592', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/2/07', '0.02137', '0', '0.031626', '0.014455', '0.010223', '0.0023168', '0.0044914', '0.044588', '0.36399', '0.0045164', '0', '0.069592', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/3/07', '0.02137', '0', '0.031625', '0.014455', '0.010223', '0.0023168', '0.0044913', '0.044587', '0.36399', '0.0045163', '0', '0.069596', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/3/07', '0.02137', '0', '0.031625', '0.014455', '0.010223', '0.0023168', '0.0044913', '0.044587', '0.36399', '0.0045163', '0', '0.069596', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/4/07', '0.02137', '0', '0.031625', '0.014455', '0.010224', '0.0023168', '0.0044913', '0.044587', '0.36398', '0.0045163', '0', '0.0696', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/4/07', '0.02137', '0', '0.031625', '0.014455', '0.010224', '0.0023168', '0.0044913', '0.044587', '0.36398', '0.0045163', '0', '0.0696', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/4/07', '0.02137', '0', '0.031625', '0.014455', '0.010224', '0.0023168', '0.0044913', '0.044587', '0.36398', '0.0045163', '0', '0.0696', '0.16886', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/5/07', '0.02137', '0', '0.031625', '0.014455', '0.010224', '0.0023169', '0.0044913', '0.044586', '0.36398', '0.0045162', '0', '0.069604', '0.16887', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/5/07', '0.02137', '0', '0.031625', '0.014455', '0.010224', '0.0023169', '0.0044913', '0.044586', '0.36398', '0.0045162', '0', '0.069604', '0.16887', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/5/07', '0.02137', '0', '0.031625', '0.014455', '0.010224', '0.0023169', '0.0044913', '0.044586', '0.36398', '0.0045162', '0', '0.069604', '0.16887', '0', '0', '0', '0.0112', '0.23122', '0.0069304', '0.014622']"
"['7/8/07', '0.021369', '0', '0.031623', '0.014455', '0.010225', '0.002317', '0.0044913', '0.044585', '0.36396', '0.0045161', '0', '0.069615', '0.16887', '0', '0', '0', '0.0112', '0.23121', '0.0069304', '0.014622']"
"['7/9/07', '0.021369', '0', '0.031623', '0.014456', '0.010226', '0.002317', '0.0044912', '0.044585', '0.36396', '0.0045161', '0', '0.069619', '0.16887', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014622']"
"['7/9/07', '0.021369', '0', '0.031623', '0.014456', '0.010226', '0.002317', '0.0044912', '0.044585', '0.36396', '0.0045161', '0', '0.069619', '0.16887', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014622']"
"['7/9/07', '0.021369', '0', '0.031623', '0.014456', '0.010226', '0.002317', '0.0044912', '0.044585', '0.36396', '0.0045161', '0', '0.069619', '0.16887', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014622']"
"['7/11/07', '0.021369', '0', '0.031622', '0.014456', '0.010226', '0.0023171', '0.0044912', '0.044584', '0.36395', '0.004516', '0', '0.069627', '0.16888', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/12/07', '0.021369', '0', '0.031622', '0.014456', '0.010227', '0.0023171', '0.0044912', '0.044584', '0.36394', '0.0045159', '0', '0.06963', '0.16888', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/19/07', '0.021368', '0', '0.031619', '0.014457', '0.01023', '0.0023173', '0.0044911', '0.044581', '0.36391', '0.0045157', '0', '0.069657', '0.16889', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/19/07', '0.021368', '0', '0.031619', '0.014457', '0.01023', '0.0023173', '0.0044911', '0.044581', '0.36391', '0.0045157', '0', '0.069657', '0.16889', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/22/07', '0.021368', '0', '0.031617', '0.014457', '0.010231', '0.0023174', '0.004491', '0.04458', '0.3639', '0.0045155', '0', '0.069668', '0.16889', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/23/07', '0.021368', '0', '0.031617', '0.014458', '0.010231', '0.0023174', '0.004491', '0.04458', '0.36389', '0.0045155', '0', '0.069672', '0.16889', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/24/07', '0.021368', '0', '0.031617', '0.014458', '0.010232', '0.0023175', '0.004491', '0.04458', '0.36389', '0.0045155', '0', '0.069676', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/24/07', '0.021368', '0', '0.031617', '0.014458', '0.010232', '0.0023175', '0.004491', '0.04458', '0.36389', '0.0045155', '0', '0.069676', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/25/07', '0.021367', '0', '0.031616', '0.014458', '0.010232', '0.0023175', '0.0044909', '0.044579', '0.36388', '0.0045154', '0', '0.06968', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/26/07', '0.021367', '0', '0.031616', '0.014458', '0.010233', '0.0023175', '0.0044909', '0.044579', '0.36388', '0.0045154', '0', '0.069684', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/26/07', '0.021367', '0', '0.031616', '0.014458', '0.010233', '0.0023175', '0.0044909', '0.044579', '0.36388', '0.0045154', '0', '0.069684', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/27/07', '0.021367', '0', '0.031615', '0.014458', '0.010233', '0.0023176', '0.0044909', '0.044579', '0.36387', '0.0045153', '0', '0.069687', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/27/07', '0.021367', '0', '0.031615', '0.014458', '0.010233', '0.0023176', '0.0044909', '0.044579', '0.36387', '0.0045153', '0', '0.069687', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/27/07', '0.021367', '0', '0.031615', '0.014458', '0.010233', '0.0023176', '0.0044909', '0.044579', '0.36387', '0.0045153', '0', '0.069687', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/27/07', '0.021367', '0', '0.031615', '0.014458', '0.010233', '0.0023176', '0.0044909', '0.044579', '0.36387', '0.0045153', '0', '0.069687', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/27/07', '0.021367', '0', '0.031615', '0.014458', '0.010233', '0.0023176', '0.0044909', '0.044579', '0.36387', '0.0045153', '0', '0.069687', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/27/07', '0.021367', '0', '0.031615', '0.014458', '0.010233', '0.0023176', '0.0044909', '0.044579', '0.36387', '0.0045153', '0', '0.069687', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/27/07', '0.021367', '0', '0.031615', '0.014458', '0.010233', '0.0023176', '0.0044909', '0.044579', '0.36387', '0.0045153', '0', '0.069687', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/27/07', '0.021367', '0', '0.031615', '0.014458', '0.010233', '0.0023176', '0.0044909', '0.044579', '0.36387', '0.0045153', '0', '0.069687', '0.1689', '0', '0', '0', '0.011199', '0.23121', '0.0069304', '0.014623']"
"['7/30/07', '0.021367', '0', '0.031614', '0.014459', '0.010234', '0.0023177', '0.0044909', '0.044577', '0.36386', '0.0045152', '0', '0.069699', '0.16891', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['7/31/07', '0.021367', '0', '0.031614', '0.014459', '0.010235', '0.0023177', '0.0044908', '0.044577', '0.36385', '0.0045152', '0', '0.069702', '0.16891', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/3/07', '0.021366', '0', '0.031612', '0.014459', '0.010236', '0.0023178', '0.0044908', '0.044576', '0.36384', '0.0045151', '0', '0.069714', '0.16891', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/4/07', '0.021366', '0', '0.031612', '0.014459', '0.010237', '0.0023178', '0.0044908', '0.044576', '0.36383', '0.004515', '0', '0.069718', '0.16891', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/4/07', '0.021366', '0', '0.031612', '0.014459', '0.010237', '0.0023178', '0.0044908', '0.044576', '0.36383', '0.004515', '0', '0.069718', '0.16891', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/5/07', '0.021366', '0', '0.031612', '0.014459', '0.010237', '0.0023179', '0.0044907', '0.044575', '0.36383', '0.004515', '0', '0.069721', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/5/07', '0.021366', '0', '0.031612', '0.014459', '0.010237', '0.0023179', '0.0044907', '0.044575', '0.36383', '0.004515', '0', '0.069721', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/5/07', '0.021366', '0', '0.031612', '0.014459', '0.010237', '0.0023179', '0.0044907', '0.044575', '0.36383', '0.004515', '0', '0.069721', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/5/07', '0.021366', '0', '0.031612', '0.014459', '0.010237', '0.0023179', '0.0044907', '0.044575', '0.36383', '0.004515', '0', '0.069721', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/6/07', '0.021366', '0', '0.031611', '0.01446', '0.010237', '0.0023179', '0.0044907', '0.044575', '0.36382', '0.0045149', '0', '0.069725', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/6/07', '0.021366', '0', '0.031611', '0.01446', '0.010237', '0.0023179', '0.0044907', '0.044575', '0.36382', '0.0045149', '0', '0.069725', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/7/07', '0.021366', '0', '0.031611', '0.01446', '0.010238', '0.0023179', '0.0044907', '0.044575', '0.36382', '0.0045149', '0', '0.069729', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
