"['6/17/06', '0.015997', '0', '0.02345', '0.0095908', '0.0027368', '0.00063364', '0.006455', '0.054166', '0.36261', '0.022776', '0', '0.18193', '0.30574', '0', '0', '0', '0.0043761', '0.0082889', '0.00020485', '0.0010478']"
"['7/17/09', '0.016502', '0', '0.023395', '0.0095419', '0.0028593', '0.00069276', '0.0063796', '0.05392', '0.36103', '0.022728', '0', '0.18208', '0.30689', '0', '0', '0', '0.0044047', '0.0083066', '0.00020485', '0.0010673']"
"['7/22/09', '0.016504', '0', '0.023395', '0.0095417', '0.0028599', '0.00069303', '0.0063793', '0.053919', '0.36102', '0.022728', '0', '0.18208', '0.3069', '0', '0', '0', '0.0044049', '0.0083067', '0.00020485', '0.0010673']"
"['7/27/09', '0.016506', '0', '0.023395', '0.0095415', '0.0028604', '0.00069329', '0.0063789', '0.053917', '0.36102', '0.022728', '0', '0.18208', '0.3069', '0', '0', '0', '0.004405', '0.0083068', '0.00020485', '0.0010674']"
"['8/16/09', '0.016515', '0', '0.023394', '0.0095406', '0.0028626', '0.00069434', '0.0063776', '0.053913', '0.36099', '0.022727', '0', '0.18208', '0.30692', '0', '0', '0', '0.0044055', '0.0083071', '0.00020485', '0.0010678']"
"['8/16/09', '0.016515', '0', '0.023394', '0.0095406', '0.0028626', '0.00069434', '0.0063776', '0.053913', '0.36099', '0.022727', '0', '0.18208', '0.30692', '0', '0', '0', '0.0044055', '0.0083071', '0.00020485', '0.0010678']"
"['8/29/09', '0.016521', '0', '0.023393', '0.00954', '0.002864', '0.00069502', '0.0063767', '0.05391', '0.36097', '0.022727', '0', '0.18208', '0.30694', '0', '0', '0', '0.0044058', '0.0083073', '0.00020485', '0.001068']"
"['9/12/09', '0.016527', '0', '0.023392', '0.0095394', '0.0028655', '0.00069576', '0.0063758', '0.053907', '0.36095', '0.022726', '0', '0.18208', '0.30695', '0', '0', '0', '0.0044062', '0.0083075', '0.00020485', '0.0010682']"
"['9/12/09', '0.016527', '0', '0.023392', '0.0095394', '0.0028655', '0.00069576', '0.0063758', '0.053907', '0.36095', '0.022726', '0', '0.18208', '0.30695', '0', '0', '0', '0.0044062', '0.0083075', '0.00020485', '0.0010682']"
"['9/12/09', '0.016527', '0', '0.023392', '0.0095394', '0.0028655', '0.00069576', '0.0063758', '0.053907', '0.36095', '0.022726', '0', '0.18208', '0.30695', '0', '0', '0', '0.0044062', '0.0083075', '0.00020485', '0.0010682']"
"['9/22/09', '0.016532', '0', '0.023392', '0.009539', '0.0028666', '0.00069628', '0.0063751', '0.053905', '0.36094', '0.022726', '0', '0.18209', '0.30696', '0', '0', '0', '0.0044064', '0.0083077', '0.00020485', '0.0010684']"
"['10/3/09', '0.016537', '0', '0.023391', '0.0095385', '0.0028678', '0.00069686', '0.0063744', '0.053903', '0.36092', '0.022725', '0', '0.18209', '0.30697', '0', '0', '0', '0.0044067', '0.0083078', '0.00020485', '0.0010686']"
"['10/4/09', '0.016537', '0', '0.023391', '0.0095385', '0.0028679', '0.00069691', '0.0063743', '0.053902', '0.36092', '0.022725', '0', '0.18209', '0.30697', '0', '0', '0', '0.0044067', '0.0083079', '0.00020485', '0.0010686']"
"['10/5/09', '0.016537', '0', '0.023391', '0.0095384', '0.002868', '0.00069696', '0.0063742', '0.053902', '0.36092', '0.022725', '0', '0.18209', '0.30697', '0', '0', '0', '0.0044068', '0.0083079', '0.00020485', '0.0010686']"
"['10/10/09', '0.01654', '0', '0.023391', '0.0095382', '0.0028686', '0.00069723', '0.0063739', '0.053901', '0.36091', '0.022725', '0', '0.18209', '0.30698', '0', '0', '0', '0.0044069', '0.0083079', '0.00020485', '0.0010687']"
"['10/10/09', '0.01654', '0', '0.023391', '0.0095382', '0.0028686', '0.00069723', '0.0063739', '0.053901', '0.36091', '0.022725', '0', '0.18209', '0.30698', '0', '0', '0', '0.0044069', '0.0083079', '0.00020485', '0.0010687']"
"['10/14/09', '0.016542', '0', '0.023391', '0.009538', '0.002869', '0.00069744', '0.0063736', '0.0539', '0.36091', '0.022725', '0', '0.18209', '0.30698', '0', '0', '0', '0.004407', '0.008308', '0.00020485', '0.0010688']"
"['10/31/09', '0.016549', '0', '0.02339', '0.0095373', '0.0028709', '0.00069833', '0.0063725', '0.053896', '0.36088', '0.022724', '0', '0.18209', '0.307', '0', '0', '0', '0.0044074', '0.0083083', '0.00020485', '0.0010691']"
"['6/10/10', '0.016649', '0', '0.023379', '0.0095277', '0.002895', '0.00070998', '0.0063576', '0.053848', '0.36057', '0.022715', '0', '0.18212', '0.30723', '0', '0', '0', '0.0044131', '0.0083118', '0.00020485', '0.0010729']"
"['6/23/10', '0.016654', '0', '0.023379', '0.0095271', '0.0028964', '0.00071067', '0.0063568', '0.053845', '0.36055', '0.022714', '0', '0.18212', '0.30724', '0', '0', '0', '0.0044134', '0.008312', '0.00020485', '0.0010732']"
"['7/15/10', '0.016664', '0', '0.023377', '0.0095261', '0.0028988', '0.00071182', '0.0063553', '0.05384', '0.36052', '0.022713', '0', '0.18212', '0.30726', '0', '0', '0', '0.004414', '0.0083123', '0.00020485', '0.0010735']"
"['7/16/10', '0.016665', '0', '0.023377', '0.0095261', '0.0028989', '0.00071188', '0.0063552', '0.05384', '0.36052', '0.022713', '0', '0.18212', '0.30726', '0', '0', '0', '0.004414', '0.0083123', '0.00020485', '0.0010735']"
"['8/12/10', '0.016677', '0', '0.023376', '0.0095249', '0.0029019', '0.00071329', '0.0063534', '0.053834', '0.36048', '0.022712', '0', '0.18213', '0.30729', '0', '0', '0', '0.0044147', '0.0083128', '0.00020485', '0.001074']"
"['8/18/10', '0.01668', '0', '0.023376', '0.0095247', '0.0029025', '0.00071361', '0.006353', '0.053833', '0.36047', '0.022712', '0', '0.18213', '0.3073', '0', '0', '0', '0.0044148', '0.0083129', '0.00020485', '0.0010741']"
"['9/16/10', '0.016693', '0', '0.023374', '0.0095234', '0.0029057', '0.00071513', '0.0063511', '0.053826', '0.36043', '0.02271', '0', '0.18213', '0.30733', '0', '0', '0', '0.0044156', '0.0083133', '0.00020485', '0.0010746']"
"['9/19/10', '0.016694', '0', '0.023374', '0.0095233', '0.002906', '0.00071529', '0.0063509', '0.053826', '0.36043', '0.02271', '0', '0.18213', '0.30733', '0', '0', '0', '0.0044157', '0.0083134', '0.00020485', '0.0010747']"
"['10/13/10', '0.016705', '0', '0.023373', '0.0095222', '0.0029086', '0.00071655', '0.0063493', '0.05382', '0.3604', '0.022709', '0', '0.18214', '0.30735', '0', '0', '0', '0.0044163', '0.0083137', '0.00020485', '0.0010751']"
"['10/19/10', '0.016707', '0', '0.023373', '0.009522', '0.0029093', '0.00071686', '0.0063489', '0.053819', '0.36039', '0.022709', '0', '0.18214', '0.30736', '0', '0', '0', '0.0044164', '0.0083138', '0.00020485', '0.0010752']"
"['10/28/10', '0.016711', '0', '0.023372', '0.0095216', '0.0029103', '0.00071734', '0.0063482', '0.053817', '0.36037', '0.022709', '0', '0.18214', '0.30737', '0', '0', '0', '0.0044167', '0.008314', '0.00020485', '0.0010753']"
"['10/28/10', '0.016711', '0', '0.023372', '0.0095216', '0.0029103', '0.00071734', '0.0063482', '0.053817', '0.36037', '0.022709', '0', '0.18214', '0.30737', '0', '0', '0', '0.0044167', '0.008314', '0.00020485', '0.0010753']"
"['10/29/10', '0.016712', '0', '0.023372', '0.0095215', '0.0029104', '0.00071739', '0.0063482', '0.053817', '0.36037', '0.022709', '0', '0.18214', '0.30737', '0', '0', '0', '0.0044167', '0.008314', '0.00020485', '0.0010754']"
